  …¢”µ      XC          YC          ZC      ÇúÂÊ      Á¦¾Ø
  0.269231  -234.692208  119.215606    0.000000  4.194977e-02  0.000000e+00
  0.269489  -234.887672  119.087046    0.000000  4.471608e-02  0.000000e+00
  0.269747  -235.082446  118.955996    0.000000  4.741884e-02  0.000000e+00
  0.270005  -235.276380  118.822346    0.000000  5.007203e-02  0.000000e+00
  0.270263  -235.469311  118.685999    0.000000  5.268850e-02  0.000000e+00
  0.270521  -235.661061  118.546869    0.000000  5.528079e-02  0.000000e+00
  0.270780  -235.851444  118.404885    0.000000  5.786086e-02  0.000000e+00
  0.271038  -236.040260  118.259984    0.000000  6.043979e-02  0.000000e+00
  0.271296  -236.227304  118.112116    0.000000  6.302751e-02  0.000000e+00
  0.271554  -236.412360  117.961243    0.000000  6.563261e-02  0.000000e+00
  0.271812  -236.595209  117.807334    0.000000  6.826208e-02  0.000000e+00
  0.272070  -236.775627  117.650370    0.000000  7.092109e-02  0.000000e+00
  0.272328  -236.953387  117.490341    0.000000  7.361273e-02  0.000000e+00
  0.272586  -237.128260  117.327246    0.000000  7.633777e-02  0.000000e+00
  0.272845  -237.300019  117.161093    0.000000  7.909441e-02  0.000000e+00
  0.273103  -237.468437  116.991897    0.000000  8.187796e-02  0.000000e+00
  0.273361  -237.633290  116.819683    0.000000  8.468057e-02  0.000000e+00
  0.273619  -237.794358  116.644481    0.000000  8.749093e-02  0.000000e+00
  0.273877  -237.951428  116.466328    0.000000  9.029399e-02  0.000000e+00
  0.274135  -238.104293  116.285270    0.000000  9.307067e-02  0.000000e+00
  0.274393  -238.252756  116.101357    0.000000  9.579771e-02  0.000000e+00
  0.274652  -238.396631  115.914645    0.000000  9.844745e-02  0.000000e+00
  0.274910  -238.535740  115.725195    0.000000  1.009878e-01  0.000000e+00
  0.275168  -238.669921  115.533074    0.000000  1.033824e-01  0.000000e+00
  0.275426  -238.799027  115.338352    0.000000  1.055906e-01  0.000000e+00
  0.275684  -238.922925  115.141105    0.000000  1.075682e-01  0.000000e+00
  0.275942  -239.041501  114.941411    0.000000  1.092676e-01  0.000000e+00
  0.276200  -239.154658  114.739350    0.000000  1.106391e-01  0.000000e+00
  0.276458  -239.262322  114.535009    0.000000  1.116312e-01  0.000000e+00
  0.276717  -239.364438  114.328472    0.000000  1.121922e-01  0.000000e+00
  0.276975  -239.460977  114.119829    0.000000  1.122712e-01  0.000000e+00
  0.277233  -239.551932  113.909171    0.000000  1.118195e-01  0.000000e+00
  0.277491  -239.637324  113.696587    0.000000  1.107930e-01  0.000000e+00
  0.277749  -239.717201  113.482171    0.000000  1.091786e-01  0.000000e+00
  0.278007  -239.791637  113.266014    0.000000  1.069925e-01  0.000000e+00
  0.278265  -239.860734  113.048209    0.000000  1.042602e-01  0.000000e+00
  0.278523  -239.924617  112.828850    0.000000  1.010142e-01  0.000000e+00
  0.278782  -239.983435  112.608028    0.000000  9.729327e-02  0.000000e+00
  0.279040  -240.037357  112.385837    0.000000  9.314041e-02  0.000000e+00
  0.279298  -240.086575  112.162369    0.000000  8.860146e-02  0.000000e+00
  0.279556  -240.131299  111.937716    0.000000  8.372345e-02  0.000000e+00
  0.279814  -240.171754  111.711969    0.000000  7.855316e-02  0.000000e+00
  0.280072  -240.208183  111.485220    0.000000  7.313589e-02  0.000000e+00
  0.280330  -240.240846  111.257559    0.000000  6.751445e-02  0.000000e+00
  0.280589  -240.270011  111.029073    0.000000  6.172846e-02  0.000000e+00
  0.280847  -240.295962  110.799852    0.000000  5.581386e-02  0.000000e+00
  0.281105  -240.318991  110.569982    0.000000  4.980272e-02  0.000000e+00
  0.281363  -240.339401  110.339548    0.000000  4.372324e-02  0.000000e+00
  0.281621  -240.357500  110.108634    0.000000  3.759999e-02  0.000000e+00
  0.281879  -240.373604  109.877322    0.000000  3.145421e-02  0.000000e+00
  0.282137  -240.388032  109.645692    0.000000  2.530436e-02  0.000000e+00
  0.282395  -240.401108  109.413824    0.000000  1.916663e-02  0.000000e+00
  0.282654  -240.413158  109.181792    0.000000  1.305562e-02  0.000000e+00
  0.282912  -240.424506  108.949672    0.000000  6.984992e-03  0.000000e+00
  0.283170  -240.435476  108.717534    0.000000  9.681502e-04  0.000000e+00
  0.283428  -240.446392  108.485449    0.000000  -4.981077e-03  0.000000e+00
  0.283686  -240.457571  108.253482    0.000000  -1.084778e-02  0.000000e+00
  0.283944  -240.469325  108.021698    0.000000  -1.661538e-02  0.000000e+00
  0.284202  -240.481962  107.790158    0.000000  -2.226505e-02  0.000000e+00
  0.284461  -240.495778  107.558918    0.000000  -2.777527e-02  0.000000e+00
  0.284719  -240.511063  107.328036    0.000000  -3.312147e-02  0.000000e+00
  0.284977  -240.528094  107.097560    0.000000  -3.827581e-02  0.000000e+00
  0.285235  -240.547136  106.867540    0.000000  -4.320710e-02  0.000000e+00
  0.285493  -240.568441  106.638019    0.000000  -4.788087e-02  0.000000e+00
  0.285751  -240.592244  106.409039    0.000000  -5.225973e-02  0.000000e+00
  0.286009  -240.618766  106.180635    0.000000  -5.630379e-02  0.000000e+00
  0.286267  -240.648207  105.952841    0.000000  -5.997138e-02  0.000000e+00
  0.286526  -240.680749  105.725685    0.000000  -6.321991e-02  0.000000e+00
  0.286784  -240.716553  105.499191    0.000000  -6.600689e-02  0.000000e+00
  0.287042  -240.755759  105.273379    0.000000  -6.829101e-02  0.000000e+00
  0.287300  -240.798480  105.048264    0.000000  -7.003334e-02  0.000000e+00
  0.287558  -240.844807  104.823856    0.000000  -7.119838e-02  0.000000e+00
  0.287816  -240.894803  104.600162    0.000000  -7.175505e-02  0.000000e+00
  0.288074  -240.948503  104.377181    0.000000  -7.167741e-02  0.000000e+00
  0.288332  -241.005913  104.154909    0.000000  -7.094514e-02  0.000000e+00
  0.288591  -241.067008  103.933336    0.000000  -6.954362e-02  0.000000e+00
  0.288849  -241.131730  103.712447    0.000000  -6.746359e-02  0.000000e+00
  0.289107  -241.199988  103.492222    0.000000  -6.470053e-02  0.000000e+00
  0.289365  -241.271657  103.272633    0.000000  -6.127363e-02  0.000000e+00
  0.289623  -241.346574  103.053649    0.000000  -5.725187e-02  0.000000e+00
  0.289881  -241.424546  102.835232    0.000000  -5.270928e-02  0.000000e+00
  0.290139  -241.505348  102.617340    0.000000  -4.771593e-02  0.000000e+00
  0.290398  -241.588726  102.399927    0.000000  -4.233671e-02  0.000000e+00
  0.290656  -241.674405  102.182941    0.000000  -3.663052e-02  0.000000e+00
  0.290914  -241.762083  101.966329    0.000000  -3.064988e-02  0.000000e+00
  0.291172  -241.851441  101.750034    0.000000  -2.444093e-02  0.000000e+00
  0.291430  -241.942143  101.533995    0.000000  -1.804387e-02  0.000000e+00
  0.291688  -242.033838  101.318151    0.000000  -1.149357e-02  0.000000e+00
  0.291946  -242.126164  101.102439    0.000000  -4.820595e-03  0.000000e+00
  0.292204  -242.218750  100.886793    0.000000  1.947706e-03  0.000000e+00
  0.292463  -242.311219  100.671148    0.000000  8.785869e-03  0.000000e+00
  0.292721  -242.403189  100.455438    0.000000  1.566894e-02  0.000000e+00
  0.292979  -242.494280  100.239596    0.000000  2.257100e-02  0.000000e+00
  0.293237  -242.584113  100.023558    0.000000  2.946373e-02  0.000000e+00
  0.293495  -242.672312   99.807258    0.000000  3.631494e-02  0.000000e+00
  0.293753  -242.758510   99.590633    0.000000  4.308728e-02  0.000000e+00
  0.294011  -242.842350   99.373623    0.000000  4.973705e-02  0.000000e+00
  0.294269  -242.923487   99.156168    0.000000  5.621328e-02  0.000000e+00
  0.294528  -243.001592   98.938212    0.000000  6.245716e-02  0.000000e+00
  0.294786  -243.076355   98.719701    0.000000  6.840190e-02  0.000000e+00
  0.295044  -243.147484   98.500588    0.000000  7.397307e-02  0.000000e+00
  0.295302  -243.214714   98.280825    0.000000  7.908959e-02  0.000000e+00
  0.295560  -243.277804   98.060373    0.000000  8.366532e-02  0.000000e+00
  0.295818  -243.336543   97.839195    0.000000  8.761126e-02  0.000000e+00
  0.296076  -243.390751   97.617261    0.000000  9.083823e-02  0.000000e+00
  0.296335  -243.440283   97.394547    0.000000  9.326001e-02  0.000000e+00
  0.296593  -243.485030   97.171034    0.000000  9.479645e-02  0.000000e+00
  0.296851  -243.524924   96.946711    0.000000  9.537654e-02  0.000000e+00
  0.297109  -243.559939   96.721574    0.000000  9.495408e-02  0.000000e+00
  0.297367  -243.590092   96.495625    0.000000  9.356590e-02  0.000000e+00
  0.297625  -243.615445   96.268875    0.000000  9.128376e-02  0.000000e+00
  0.297883  -243.636098   96.041342    0.000000  8.818875e-02  0.000000e+00
  0.298141  -243.652189   95.813049    0.000000  8.436824e-02  0.000000e+00
  0.298400  -243.663891   95.584024    0.000000  7.991273e-02  0.000000e+00
  0.298658  -243.671409   95.354304    0.000000  7.491275e-02  0.000000e+00
  0.298916  -243.674977   95.123926    0.000000  6.945610e-02  0.000000e+00
  0.299174  -243.674855   94.892935    0.000000  6.362564e-02  0.000000e+00
  0.299432  -243.671326   94.661378    0.000000  5.749763e-02  0.000000e+00
  0.299690  -243.664695   94.429305    0.000000  5.114078e-02  0.000000e+00
  0.299948  -243.655284   94.196772    0.000000  4.461581e-02  0.000000e+00
  0.300207  -243.643431   93.963832    0.000000  3.797563e-02  0.000000e+00
  0.300465  -243.629486   93.730546    0.000000  3.126586e-02  0.000000e+00
  0.300723  -243.613809   93.496971    0.000000  2.452575e-02  0.000000e+00
  0.300981  -243.596768   93.263168    0.000000  1.778939e-02  0.000000e+00
  0.301239  -243.578732   93.029197    0.000000  1.108692e-02  0.000000e+00
  0.301497  -243.560074   92.795120    0.000000  4.446076e-03  0.000000e+00
  0.301755  -243.541167   92.560995    0.000000  -2.106478e-03  0.000000e+00
  0.302013  -243.522376   92.326882    0.000000  -8.543646e-03  0.000000e+00
  0.302272  -243.504063   92.092838    0.000000  -1.483657e-02  0.000000e+00
  0.302530  -243.486578   91.858918    0.000000  -2.095335e-02  0.000000e+00
  0.302788  -243.470259   91.625175    0.000000  -2.685797e-02  0.000000e+00
  0.303046  -243.455429   91.391658    0.000000  -3.250937e-02  0.000000e+00
  0.303304  -243.442395   91.158414    0.000000  -3.786081e-02  0.000000e+00
  0.303562  -243.431440   90.925485    0.000000  -4.285948e-02  0.000000e+00
  0.303820  -243.422827   90.692909    0.000000  -4.744656e-02  0.000000e+00
  0.304078  -243.416789   90.460718    0.000000  -5.155749e-02  0.000000e+00
  0.304337  -243.413533   90.228940    0.000000  -5.512284e-02  0.000000e+00
  0.304595  -243.413234   89.997596    0.000000  -5.806939e-02  0.000000e+00
  0.304853  -243.416032   89.766700    0.000000  -6.032542e-02  0.000000e+00
  0.305111  -243.422029   89.536261    0.000000  -6.186773e-02  0.000000e+00
  0.305369  -243.431293   89.306280    0.000000  -6.270980e-02  0.000000e+00
  0.305627  -243.443853   89.076751    0.000000  -6.287045e-02  0.000000e+00
  0.305885  -243.459708   88.847665    0.000000  -6.237374e-02  0.000000e+00
  0.306144  -243.478824   88.619004    0.000000  -6.124903e-02  0.000000e+00
  0.306402  -243.501138   88.390746    0.000000  -5.953078e-02  0.000000e+00
  0.306660  -243.526557   88.162867    0.000000  -5.725790e-02  0.000000e+00
  0.306918  -243.554964   87.935336    0.000000  -5.447299e-02  0.000000e+00
  0.307176  -243.586217   87.708120    0.000000  -5.122135e-02  0.000000e+00
  0.307434  -243.620152   87.481181    0.000000  -4.754995e-02  0.000000e+00
  0.307692  -243.656583   87.254481    0.000000  -4.350638e-02  0.000000e+00
  0.307950  -243.695306   87.027979    0.000000  -3.913803e-02  0.000000e+00
  0.308209  -243.736101   86.801630    0.000000  -3.449119e-02  0.000000e+00
  0.308467  -243.778733   86.575392    0.000000  -2.961052e-02  0.000000e+00
  0.308725  -243.822950   86.349217    0.000000  -2.453861e-02  0.000000e+00
  0.308983  -243.868493   86.123062    0.000000  -1.931573e-02  0.000000e+00
  0.309241  -243.915091   85.896880    0.000000  -1.397983e-02  0.000000e+00
  0.309499  -243.962466   85.670627    0.000000  -8.566564e-03  0.000000e+00
  0.309757  -244.010333   85.444258    0.000000  -3.109607e-03  0.000000e+00
  0.310015  -244.058403   85.217732    0.000000  2.359066e-03  0.000000e+00
  0.310274  -244.106386   84.991008    0.000000  7.808759e-03  0.000000e+00
  0.310532  -244.153990   84.764049    0.000000  1.320963e-02  0.000000e+00
  0.310790  -244.200924   84.536818    0.000000  1.853225e-02  0.000000e+00
  0.311048  -244.246902   84.309286    0.000000  2.374720e-02  0.000000e+00
  0.311306  -244.291641   84.081424    0.000000  2.882474e-02  0.000000e+00
  0.311564  -244.334866   83.853209    0.000000  3.373448e-02  0.000000e+00
  0.311822  -244.376309   83.624621    0.000000  3.844528e-02  0.000000e+00
  0.312081  -244.415714   83.395648    0.000000  4.292510e-02  0.000000e+00
  0.312339  -244.452836   83.166282    0.000000  4.714113e-02  0.000000e+00
  0.312597  -244.487446   82.936520    0.000000  5.106034e-02  0.000000e+00
  0.312855  -244.519328   82.706369    0.000000  5.466747e-02  0.000000e+00
  0.313113  -244.548285   82.475839    0.000000  5.797205e-02  0.000000e+00
  0.313371  -244.574135   82.244949    0.000000  6.098513e-02  0.000000e+00
  0.313629  -244.596711   82.013722    0.000000  6.371752e-02  0.000000e+00
  0.313887  -244.615863   81.782190    0.000000  6.618004e-02  0.000000e+00
  0.314146  -244.631454   81.550388    0.000000  6.838361e-02  0.000000e+00
  0.314404  -244.643362   81.318355    0.000000  7.033935e-02  0.000000e+00
  0.314662  -244.651479   81.086140    0.000000  7.205870e-02  0.000000e+00
  0.314920  -244.655708   80.853790    0.000000  7.355349e-02  0.000000e+00
  0.315178  -244.655965   80.621362    0.000000  7.483588e-02  0.000000e+00
  0.315436  -244.652179   80.388914    0.000000  7.591844e-02  0.000000e+00
  0.315694  -244.644290   80.156508    0.000000  7.681406e-02  0.000000e+00
  0.315953  -244.632247   79.924210    0.000000  7.753595e-02  0.000000e+00
  0.316211  -244.616011   79.692089    0.000000  7.809750e-02  0.000000e+00
  0.316469  -244.595553   79.460215    0.000000  7.851225e-02  0.000000e+00
  0.316727  -244.570850   79.228663    0.000000  7.879378e-02  0.000000e+00
  0.316985  -244.541891   78.997508    0.000000  7.895561e-02  0.000000e+00
  0.317243  -244.508671   78.766829    0.000000  7.901108e-02  0.000000e+00
  0.317501  -244.471192   78.536705    0.000000  7.897329e-02  0.000000e+00
  0.317759  -244.429466   78.307215    0.000000  7.885498e-02  0.000000e+00
  0.318018  -244.383506   78.078441    0.000000  7.866844e-02  0.000000e+00
  0.318276  -244.333336   77.850465    0.000000  7.842547e-02  0.000000e+00
  0.318534  -244.278983   77.623369    0.000000  7.813724e-02  0.000000e+00
  0.318792  -244.220476   77.397234    0.000000  7.781430e-02  0.000000e+00
  0.319050  -244.157853   77.172143    0.000000  7.746651e-02  0.000000e+00
  0.319308  -244.091152   76.948176    0.000000  7.710295e-02  0.000000e+00
  0.319566  -244.020416   76.725412    0.000000  7.673194e-02  0.000000e+00
  0.319824  -243.945688   76.503931    0.000000  7.636100e-02  0.000000e+00
  0.320083  -243.867016   76.283809    0.000000  7.599677e-02  0.000000e+00
  0.320341  -243.784446   76.065121    0.000000  7.564507e-02  0.000000e+00
  0.320599  -243.698028   75.847940    0.000000  7.530924e-02  0.000000e+00
  0.320857  -243.607809   75.632336    0.000000  7.498757e-02  0.000000e+00
  0.321115  -243.513839   75.418376    0.000000  7.467756e-02  0.000000e+00
  0.321373  -243.416167   75.206126    0.000000  7.437680e-02  0.000000e+00
  0.321631  -243.314843   74.995647    0.000000  7.408294e-02  0.000000e+00
  0.321890  -243.209916   74.787002    0.000000  7.379372e-02  0.000000e+00
  0.322148  -243.101436   74.580247    0.000000  7.350698e-02  0.000000e+00
  0.322406  -242.989454   74.375437    0.000000  7.322062e-02  0.000000e+00
  0.322664  -242.874020   74.172627    0.000000  7.293264e-02  0.000000e+00
  0.322922  -242.755184   73.971866    0.000000  7.264112e-02  0.000000e+00
  0.323180  -242.632998   73.773202    0.000000  7.234423e-02  0.000000e+00
  0.323438  -242.507512   73.576682    0.000000  7.204025e-02  0.000000e+00
  0.323696  -242.378778   73.382350    0.000000  7.172753e-02  0.000000e+00
  0.323955  -242.246848   73.190246    0.000000  7.140454e-02  0.000000e+00
  0.324213  -242.111772   73.000411    0.000000  7.106983e-02  0.000000e+00
  0.324471  -241.973604   72.812880    0.000000  7.072206e-02  0.000000e+00
  0.324729  -241.832395   72.627689    0.000000  7.036001e-02  0.000000e+00
  0.324987  -241.688198   72.444871    0.000000  6.998253e-02  0.000000e+00
  0.325245  -241.541065   72.264455    0.000000  6.958861e-02  0.000000e+00
  0.325503  -241.391049   72.086469    0.000000  6.917732e-02  0.000000e+00
  0.325761  -241.238202   71.910941    0.000000  6.874785e-02  0.000000e+00
  0.326020  -241.082579   71.737894    0.000000  6.829949e-02  0.000000e+00
  0.326278  -240.924232   71.567350    0.000000  6.783165e-02  0.000000e+00
  0.326536  -240.763214   71.399328    0.000000  6.734383e-02  0.000000e+00
  0.326794  -240.599580   71.233848    0.000000  6.683563e-02  0.000000e+00
  0.327052  -240.433384   71.070924    0.000000  6.630677e-02  0.000000e+00
  0.327310  -240.264678   70.910570    0.000000  6.575706e-02  0.000000e+00
  0.327568  -240.093518   70.752799    0.000000  6.518639e-02  0.000000e+00
  0.327827  -239.919957   70.597620    0.000000  6.459476e-02  0.000000e+00
  0.328085  -239.744051   70.445041    0.000000  6.398225e-02  0.000000e+00
  0.328343  -239.565853   70.295068    0.000000  6.334902e-02  0.000000e+00
  0.328601  -239.385419   70.147706    0.000000  6.269531e-02  0.000000e+00
  0.328859  -239.202803   70.002957    0.000000  6.202143e-02  0.000000e+00
  0.329117  -239.018060   69.860822    0.000000  6.132776e-02  0.000000e+00
  0.329375  -238.831247   69.721299    0.000000  6.061474e-02  0.000000e+00
  0.329633  -238.642417   69.584385    0.000000  5.988285e-02  0.000000e+00
  0.329892  -238.451627   69.450075    0.000000  5.913265e-02  0.000000e+00
  0.330150  -238.258931   69.318364    0.000000  5.836470e-02  0.000000e+00
  0.330408  -238.064387   69.189241    0.000000  5.757962e-02  0.000000e+00
  0.330666  -237.868049   69.062698    0.000000  5.677806e-02  0.000000e+00
  0.330924  -237.669974   68.938723    0.000000  5.596068e-02  0.000000e+00
  0.331182  -237.470217   68.817302    0.000000  5.512816e-02  0.000000e+00
  0.331440  -237.268835   68.698421    0.000000  5.428118e-02  0.000000e+00
  0.331699  -237.065884   68.582062    0.000000  5.342044e-02  0.000000e+00
  0.331957  -236.861421   68.468208    0.000000  5.254661e-02  0.000000e+00
  0.332215  -236.655502   68.356839    0.000000  5.166046e-02  0.000000e+00
  0.332473  -236.448183   68.247933    0.000000  5.076330e-02  0.000000e+00
  0.332731  -236.239521   68.141467    0.000000  4.985680e-02  0.000000e+00
  0.332989  -236.029573   68.037418    0.000000  4.894250e-02  0.000000e+00
  0.333247  -235.818395   67.935760    0.000000  4.802187e-02  0.000000e+00
  0.333505  -235.606044   67.836465    0.000000  4.709632e-02  0.000000e+00
  0.333764  -235.392575   67.739505    0.000000  4.616713e-02  0.000000e+00
  0.334022  -235.178045   67.644851    0.000000  4.523553e-02  0.000000e+00
  0.334280  -234.962509   67.552471    0.000000  4.430263e-02  0.000000e+00
  0.334538  -234.746022   67.462335    0.000000  4.336949e-02  0.000000e+00
  0.334796  -234.528638   67.374408    0.000000  4.243706e-02  0.000000e+00
  0.335054  -234.310412   67.288658    0.000000  4.150623e-02  0.000000e+00
  0.335312  -234.091396   67.205048    0.000000  4.057779e-02  0.000000e+00
  0.335570  -233.871644   67.123543    0.000000  3.965249e-02  0.000000e+00
  0.335829  -233.651207   67.044107    0.000000  3.873097e-02  0.000000e+00
  0.336087  -233.430135   66.966701    0.000000  3.781385e-02  0.000000e+00
  0.336345  -233.208481   66.891288    0.000000  3.690165e-02  0.000000e+00
  0.336603  -232.986291   66.817828    0.000000  3.599486e-02  0.000000e+00
  0.336861  -232.763615   66.746281    0.000000  3.509391e-02  0.000000e+00
  0.337119  -232.540498   66.676608    0.000000  3.419919e-02  0.000000e+00
  0.337377  -232.316988   66.608767    0.000000  3.331104e-02  0.000000e+00
  0.337636  -232.093128   66.542717    0.000000  3.242977e-02  0.000000e+00
  0.337894  -231.868961   66.478416    0.000000  3.155567e-02  0.000000e+00
  0.338152  -231.644530   66.415823    0.000000  3.068899e-02  0.000000e+00
  0.338410  -231.419874   66.354893    0.000000  2.982997e-02  0.000000e+00
  0.338668  -231.195032   66.295586    0.000000  2.897885e-02  0.000000e+00
  0.338926  -230.970042   66.237857    0.000000  2.813582e-02  0.000000e+00
  0.339184  -230.744938   66.181664    0.000000  2.730112e-02  0.000000e+00
  0.339442  -230.519755   66.126963    0.000000  2.647496e-02  0.000000e+00
  0.339701  -230.294525   66.073710    0.000000  2.565757e-02  0.000000e+00
  0.339959  -230.069277   66.021864    0.000000  2.484920e-02  0.000000e+00
  0.340217  -229.844039   65.971379    0.000000  2.405009e-02  0.000000e+00
  0.340475  -229.618839   65.922212    0.000000  2.326055e-02  0.000000e+00
  0.340733  -229.393699   65.874322    0.000000  2.248088e-02  0.000000e+00
  0.340991  -229.168641   65.827664    0.000000  2.171144e-02  0.000000e+00
  0.341249  -228.943686   65.782196    0.000000  2.095261e-02  0.000000e+00
  0.341507  -228.718851   65.737876    0.000000  2.020483e-02  0.000000e+00
  0.341766  -228.494150   65.694662    0.000000  1.946857e-02  0.000000e+00
  0.342024  -228.269597   65.652511    0.000000  1.874437e-02  0.000000e+00
  0.342282  -228.045201   65.611384    0.000000  1.803281e-02  0.000000e+00
  0.342540  -227.820970   65.571239    0.000000  1.733453e-02  0.000000e+00
  0.342798  -227.596908   65.532036    0.000000  1.665024e-02  0.000000e+00
  0.343056  -227.373019   65.493736    0.000000  1.598068e-02  0.000000e+00
  0.343314  -227.149300   65.456300    0.000000  1.532670e-02  0.000000e+00
  0.343573  -226.925750   65.419690    0.000000  1.468917e-02  0.000000e+00
  0.343831  -226.702362   65.383869    0.000000  1.406905e-02  0.000000e+00
  0.344089  -226.479126   65.348801    0.000000  1.346756e-02  0.000000e+00
  0.344347  -226.256031   65.314450    0.000000  1.288641e-02  0.000000e+00
  0.344605  -226.033060   65.280782    0.000000  1.232747e-02  0.000000e+00
  0.344863  -225.810198   65.247763    0.000000  1.179274e-02  0.000000e+00
  0.345121  -225.587423   65.215361    0.000000  1.128431e-02  0.000000e+00
  0.345379  -225.364714   65.183547    0.000000  1.080437e-02  0.000000e+00
  0.345638  -225.142047   65.152291    0.000000  1.035514e-02  0.000000e+00
  0.345896  -224.919396   65.121565    0.000000  9.938922e-03  0.000000e+00
  0.346154  -224.696733   65.091345    0.000000  9.557997e-03  0.000000e+00
  0.346412  -224.474030   65.061606    0.000000  9.214665e-03  0.000000e+00
  0.346670  -224.251257   65.032328    0.000000  8.911201e-03  0.000000e+00
  0.346928  -224.028382   65.003490    0.000000  8.649845e-03  0.000000e+00
  0.347186  -223.805374   64.975075    0.000000  8.432779e-03  0.000000e+00
  0.347445  -223.582200   64.947070    0.000000  8.262118e-03  0.000000e+00
  0.347703  -223.358827   64.919462    0.000000  8.139897e-03  0.000000e+00
  0.347961  -223.135222   64.892241    0.000000  8.068057e-03  0.000000e+00
  0.348219  -222.911353   64.865401    0.000000  8.048443e-03  0.000000e+00
  0.348477  -222.687185   64.838939    0.000000  8.082796e-03  0.000000e+00
  0.348735  -222.462687   64.812853    0.000000  8.172750e-03  0.000000e+00
  0.348993  -222.237825   64.787147    0.000000  8.319836e-03  0.000000e+00
  0.349251  -222.012570   64.761825    0.000000  8.525485e-03  0.000000e+00
  0.349510  -221.786890   64.736898    0.000000  8.791035e-03  0.000000e+00
  0.349768  -221.560757   64.712379    0.000000  9.117740e-03  0.000000e+00
  0.350026  -221.334141   64.688283    0.000000  9.506786e-03  0.000000e+00
  0.350284  -221.107018   64.664631    0.000000  9.959302e-03  0.000000e+00
  0.350542  -220.879361   64.641449    0.000000  1.047639e-02  0.000000e+00
  0.350800  -220.651149   64.618763    0.000000  1.105912e-02  0.000000e+00
  0.351058  -220.422360   64.596606    0.000000  1.170859e-02  0.000000e+00
  0.351316  -220.192977   64.575016    0.000000  1.242592e-02  0.000000e+00
  0.351575  -219.962983   64.554034    0.000000  1.321231e-02  0.000000e+00
  0.351833  -219.732365   64.533706    0.000000  1.406902e-02  0.000000e+00
  0.352091  -219.501114   64.514081    0.000000  1.499747e-02  0.000000e+00
  0.352349  -219.269221   64.495217    0.000000  1.599919e-02  0.000000e+00
  0.352607  -219.036683   64.477172    0.000000  1.707594e-02  0.000000e+00
  0.352865  -218.803499   64.460013    0.000000  1.822967e-02  0.000000e+00
  0.353123  -218.569674   64.443810    0.000000  1.946260e-02  0.000000e+00
  0.353382  -218.335212   64.428639    0.000000  2.077724e-02  0.000000e+00
  0.353640  -218.100127   64.414582    0.000000  2.217641e-02  0.000000e+00
  0.353898  -217.864433   64.401725    0.000000  2.366333e-02  0.000000e+00
  0.354156  -217.628151   64.390161    0.000000  2.524157e-02  0.000000e+00
  0.354414  -217.391304   64.379989    0.000000  2.691518e-02  0.000000e+00
  0.354672  -217.153922   64.371313    0.000000  2.868865e-02  0.000000e+00
  0.354930  -216.916040   64.364243    0.000000  3.056697e-02  0.000000e+00
  0.355188  -216.677697   64.358897    0.000000  3.255569e-02  0.000000e+00
  0.355447  -216.438938   64.355398    0.000000  3.466090e-02  0.000000e+00
  0.355705  -216.199814   64.353874    0.000000  3.688733e-02  0.000000e+00
  0.355963  -215.960381   64.354463    0.000000  3.923025e-02  0.000000e+00
  0.356221  -215.720701   64.357305    0.000000  4.168207e-02  0.000000e+00
  0.356479  -215.480842   64.362548    0.000000  4.423552e-02  0.000000e+00
  0.356737  -215.240878   64.370344    0.000000  4.688347e-02  0.000000e+00
  0.356995  -215.000886   64.380847    0.000000  4.961886e-02  0.000000e+00
  0.357253  -214.760950   64.394216    0.000000  5.243452e-02  0.000000e+00
  0.357512  -214.521157   64.410610    0.000000  5.532307e-02  0.000000e+00
  0.357770  -214.281603   64.430192    0.000000  5.827677e-02  0.000000e+00
  0.358028  -214.042383   64.453124    0.000000  6.128735e-02  0.000000e+00
  0.358286  -213.803601   64.479568    0.000000  6.434595e-02  0.000000e+00
  0.358544  -213.565364   64.509685    0.000000  6.744296e-02  0.000000e+00
  0.358802  -213.327782   64.543637    0.000000  7.056794e-02  0.000000e+00
  0.359060  -213.090970   64.581580    0.000000  7.370953e-02  0.000000e+00
  0.359319  -212.855047   64.623669    0.000000  7.685538e-02  0.000000e+00
  0.359577  -212.620137   64.670055    0.000000  7.999220e-02  0.000000e+00
  0.359835  -212.386365   64.720885    0.000000  8.310568e-02  0.000000e+00
  0.360093  -212.153861   64.776299    0.000000  8.618064e-02  0.000000e+00
  0.360351  -211.922758   64.836433    0.000000  8.920106e-02  0.000000e+00
  0.360609  -211.693194   64.901416    0.000000  9.215029e-02  0.000000e+00
  0.360867  -211.465306   64.971367    0.000000  9.501124e-02  0.000000e+00
  0.361125  -211.239238   65.046400    0.000000  9.776661e-02  0.000000e+00
  0.361384  -211.015135   65.126618    0.000000  1.003992e-01  0.000000e+00
  0.361642  -210.793144   65.212116    0.000000  1.028925e-01  0.000000e+00
  0.361900  -210.573415   65.302976    0.000000  1.052304e-01  0.000000e+00
  0.362158  -210.356100   65.399271    0.000000  1.073986e-01  0.000000e+00
  0.362416  -210.141355   65.501061    0.000000  1.093839e-01  0.000000e+00
  0.362674  -209.929335   65.608394    0.000000  1.111758e-01  0.000000e+00
  0.362932  -209.720200   65.721303    0.000000  1.127657e-01  0.000000e+00
  0.363191  -209.514109   65.839808    0.000000  1.141482e-01  0.000000e+00
