  …¢”µ      XC          YC          ZC      ÇúÂÊ      Á¦¾Ø
  0.847961  -113.064138   78.218268    0.000000  6.796621e-02  0.000000e+00
  0.848219  -113.013377   77.990878    0.000000  6.712066e-02  0.000000e+00
  0.848477  -112.958935   77.763782    0.000000  6.628146e-02  0.000000e+00
  0.848735  -112.900851   77.537050    0.000000  6.545206e-02  0.000000e+00
  0.848993  -112.839166   77.310755    0.000000  6.463538e-02  0.000000e+00
  0.849251  -112.773923   77.084970    0.000000  6.383379e-02  0.000000e+00
  0.849510  -112.705168   76.859768    0.000000  6.304914e-02  0.000000e+00
  0.849768  -112.632949   76.635222    0.000000  6.228280e-02  0.000000e+00
  0.850026  -112.557316   76.411406    0.000000  6.153568e-02  0.000000e+00
  0.850284  -112.478321   76.188393    0.000000  6.080827e-02  0.000000e+00
  0.850542  -112.396018   75.966253    0.000000  6.010062e-02  0.000000e+00
  0.850800  -112.310462   75.745060    0.000000  5.941242e-02  0.000000e+00
  0.851058  -112.221711   75.524883    0.000000  5.874297e-02  0.000000e+00
  0.851316  -112.129824   75.305790    0.000000  5.809120e-02  0.000000e+00
  0.851575  -112.034860   75.087849    0.000000  5.745574e-02  0.000000e+00
  0.851833  -111.936883   74.871124    0.000000  5.683484e-02  0.000000e+00
  0.852091  -111.835953   74.655680    0.000000  5.622646e-02  0.000000e+00
  0.852349  -111.732137   74.441576    0.000000  5.562824e-02  0.000000e+00
  0.852607  -111.625499   74.228870    0.000000  5.503751e-02  0.000000e+00
  0.852865  -111.516104   74.017617    0.000000  5.445131e-02  0.000000e+00
  0.853123  -111.404020   73.807869    0.000000  5.386637e-02  0.000000e+00
  0.853382  -111.289315   73.599674    0.000000  5.327915e-02  0.000000e+00
  0.853640  -111.172056   73.393078    0.000000  5.268578e-02  0.000000e+00
  0.853898  -111.052313   73.188120    0.000000  5.208215e-02  0.000000e+00
  0.854156  -110.930154   72.984837    0.000000  5.146385e-02  0.000000e+00
  0.854414  -110.805649   72.783261    0.000000  5.082618e-02  0.000000e+00
  0.854672  -110.678868   72.583420    0.000000  5.016419e-02  0.000000e+00
  0.854930  -110.549880   72.385336    0.000000  4.947267e-02  0.000000e+00
  0.855188  -110.418755   72.189026    0.000000  4.874616e-02  0.000000e+00
  0.855447  -110.285564   71.994502    0.000000  4.797898e-02  0.000000e+00
  0.855705  -110.150374   71.801770    0.000000  4.716568e-02  0.000000e+00
  0.855963  -110.013256   71.610829    0.000000  4.630325e-02  0.000000e+00
  0.856221  -109.874278   71.421676    0.000000  4.538977e-02  0.000000e+00
  0.856479  -109.733509   71.234297    0.000000  4.442373e-02  0.000000e+00
  0.856737  -109.591016   71.048677    0.000000  4.340404e-02  0.000000e+00
  0.856995  -109.446867   70.864794    0.000000  4.232998e-02  0.000000e+00
  0.857253  -109.301130   70.682621    0.000000  4.120122e-02  0.000000e+00
  0.857512  -109.153871   70.502127    0.000000  4.001784e-02  0.000000e+00
  0.857770  -109.005157   70.323277    0.000000  3.878026e-02  0.000000e+00
  0.858028  -108.855053   70.146030    0.000000  3.748929e-02  0.000000e+00
  0.858286  -108.703626   69.970342    0.000000  3.614606e-02  0.000000e+00
  0.858544  -108.550940   69.796167    0.000000  3.475207e-02  0.000000e+00
  0.858802  -108.397061   69.623451    0.000000  3.330910e-02  0.000000e+00
  0.859060  -108.242051   69.452141    0.000000  3.181927e-02  0.000000e+00
  0.859319  -108.085974   69.282179    0.000000  3.028494e-02  0.000000e+00
  0.859577  -107.928895   69.113505    0.000000  2.870876e-02  0.000000e+00
  0.859835  -107.770874   68.946054    0.000000  2.709363e-02  0.000000e+00
  0.860093  -107.611975   68.779761    0.000000  2.544266e-02  0.000000e+00
  0.860351  -107.452259   68.614558    0.000000  2.375916e-02  0.000000e+00
  0.860609  -107.291786   68.450375    0.000000  2.204663e-02  0.000000e+00
  0.860867  -107.130617   68.287140    0.000000  2.030873e-02  0.000000e+00
  0.861125  -106.968811   68.124780    0.000000  1.854929e-02  0.000000e+00
  0.861384  -106.806428   67.963220    0.000000  1.677223e-02  0.000000e+00
  0.861642  -106.643527   67.802383    0.000000  1.498160e-02  0.000000e+00
  0.861900  -106.480164   67.642194    0.000000  1.318154e-02  0.000000e+00
  0.862158  -106.316398   67.482575    0.000000  1.137626e-02  0.000000e+00
  0.862416  -106.152284   67.323447    0.000000  9.570019e-03  0.000000e+00
  0.862674  -105.987879   67.164733    0.000000  7.767137e-03  0.000000e+00
  0.862932  -105.823237   67.006354    0.000000  5.971943e-03  0.000000e+00
  0.863191  -105.658414   66.848233    0.000000  4.188784e-03  0.000000e+00
  0.863449  -105.493463   66.690292    0.000000  2.422000e-03  0.000000e+00
  0.863707  -105.328436   66.532454    0.000000  6.759082e-04  0.000000e+00
  0.863965  -105.163387   66.374643    0.000000  -1.045205e-03  0.000000e+00
  0.864223  -104.998366   66.216785    0.000000  -2.737108e-03  0.000000e+00
  0.864481  -104.833425   66.058805    0.000000  -4.395631e-03  0.000000e+00
  0.864739  -104.668614   65.900632    0.000000  -6.016687e-03  0.000000e+00
  0.864997  -104.503981   65.742195    0.000000  -7.596287e-03  0.000000e+00
  0.865256  -104.339575   65.583426    0.000000  -9.130551e-03  0.000000e+00
  0.865514  -104.175444   65.424260    0.000000  -1.061573e-02  0.000000e+00
  0.865772  -104.011635   65.264632    0.000000  -1.204821e-02  0.000000e+00
  0.866030  -103.848192   65.104481    0.000000  -1.342454e-02  0.000000e+00
  0.866288  -103.685162   64.943750    0.000000  -1.474143e-02  0.000000e+00
  0.866546  -103.522588   64.782384    0.000000  -1.599580e-02  0.000000e+00
  0.866804  -103.360514   64.620330    0.000000  -1.718472e-02  0.000000e+00
  0.867062  -103.198982   64.457541    0.000000  -1.830552e-02  0.000000e+00
  0.867321  -103.038033   64.293972    0.000000  -1.935584e-02  0.000000e+00
  0.867579  -102.877708   64.129583    0.000000  -2.033665e-02  0.000000e+00
  0.867837  -102.718047   63.964338    0.000000  -2.125203e-02  0.000000e+00
  0.868095  -102.559089   63.798203    0.000000  -2.210616e-02  0.000000e+00
  0.868353  -102.400871   63.631151    0.000000  -2.290328e-02  0.000000e+00
  0.868611  -102.243430   63.463155    0.000000  -2.364763e-02  0.000000e+00
  0.868869  -102.086804   63.294193    0.000000  -2.434341e-02  0.000000e+00
  0.869128  -101.931028   63.124246    0.000000  -2.499482e-02  0.000000e+00
  0.869386  -101.776138   62.953298    0.000000  -2.560603e-02  0.000000e+00
  0.869644  -101.622168   62.781335    0.000000  -2.618114e-02  0.000000e+00
  0.869902  -101.469153   62.608346    0.000000  -2.672421e-02  0.000000e+00
  0.870160  -101.317127   62.434321    0.000000  -2.723926e-02  0.000000e+00
  0.870418  -101.166124   62.259256    0.000000  -2.773023e-02  0.000000e+00
  0.870676  -101.016177   62.083143    0.000000  -2.820098e-02  0.000000e+00
  0.870934  -100.867319   61.905982    0.000000  -2.865531e-02  0.000000e+00
  0.871193  -100.719583   61.727769    0.000000  -2.909694e-02  0.000000e+00
  0.871451  -100.573003   61.548506    0.000000  -2.952953e-02  0.000000e+00
  0.871709  -100.427610   61.368194    0.000000  -2.995662e-02  0.000000e+00
  0.871967  -100.283439   61.186834    0.000000  -3.038170e-02  0.000000e+00
  0.872225  -100.140521   61.004429    0.000000  -3.080816e-02  0.000000e+00
  0.872483  -99.998889   60.820984    0.000000  -3.123928e-02  0.000000e+00
  0.872741  -99.858577   60.636502    0.000000  -3.167828e-02  0.000000e+00
  0.872999  -99.719619   60.450988    0.000000  -3.212826e-02  0.000000e+00
  0.873258  -99.582047   60.264446    0.000000  -3.259224e-02  0.000000e+00
  0.873516  -99.445896   60.076881    0.000000  -3.307310e-02  0.000000e+00
  0.873774  -99.311200   59.888296    0.000000  -3.357363e-02  0.000000e+00
  0.874032  -99.177994   59.698695    0.000000  -3.409650e-02  0.000000e+00
  0.874290  -99.046312   59.508081    0.000000  -3.464424e-02  0.000000e+00
  0.874548  -98.916192   59.316456    0.000000  -3.521923e-02  0.000000e+00
  0.874806  -98.787670   59.123820    0.000000  -3.582370e-02  0.000000e+00
  0.875065  -98.660782   58.930175    0.000000  -3.645970e-02  0.000000e+00
  0.875323  -98.535566   58.735517    0.000000  -3.712757e-02  0.000000e+00
  0.875581  -98.412061   58.539844    0.000000  -3.782459e-02  0.000000e+00
  0.875839  -98.290307   58.343151    0.000000  -3.854770e-02  0.000000e+00
  0.876097  -98.170343   58.145433    0.000000  -3.929383e-02  0.000000e+00
  0.876355  -98.052210   57.946682    0.000000  -4.005992e-02  0.000000e+00
  0.876613  -97.935949   57.746892    0.000000  -4.084292e-02  0.000000e+00
  0.876871  -97.821602   57.546052    0.000000  -4.163976e-02  0.000000e+00
  0.877130  -97.709212   57.344155    0.000000  -4.244741e-02  0.000000e+00
  0.877388  -97.598821   57.141191    0.000000  -4.326285e-02  0.000000e+00
  0.877646  -97.490472   56.937149    0.000000  -4.408310e-02  0.000000e+00
  0.877904  -97.384210   56.732020    0.000000  -4.490523e-02  0.000000e+00
  0.878162  -97.280079   56.525793    0.000000  -4.572635e-02  0.000000e+00
  0.878420  -97.178123   56.318459    0.000000  -4.654365e-02  0.000000e+00
  0.878678  -97.078386   56.110008    0.000000  -4.735439e-02  0.000000e+00
  0.878936  -96.980915   55.900430    0.000000  -4.815597e-02  0.000000e+00
  0.879195  -96.885754   55.689717    0.000000  -4.894585e-02  0.000000e+00
  0.879453  -96.792950   55.477861    0.000000  -4.972168e-02  0.000000e+00
  0.879711  -96.702547   55.264854    0.000000  -5.048121e-02  0.000000e+00
  0.879969  -96.614592   55.050691    0.000000  -5.122238e-02  0.000000e+00
  0.880227  -96.529131   54.835367    0.000000  -5.194331e-02  0.000000e+00
  0.880485  -96.446209   54.618878    0.000000  -5.264232e-02  0.000000e+00
  0.880743  -96.365874   54.401221    0.000000  -5.331795e-02  0.000000e+00
  0.881002  -96.288171   54.182398    0.000000  -5.396894e-02  0.000000e+00
  0.881260  -96.213146   53.962408    0.000000  -5.459431e-02  0.000000e+00
  0.881518  -96.140846   53.741256    0.000000  -5.519330e-02  0.000000e+00
  0.881776  -96.071316   53.518946    0.000000  -5.576543e-02  0.000000e+00
  0.882034  -96.004601   53.295486    0.000000  -5.631049e-02  0.000000e+00
  0.882292  -95.940749   53.070886    0.000000  -5.682855e-02  0.000000e+00
  0.882550  -95.879803   52.845159    0.000000  -5.731997e-02  0.000000e+00
  0.882808  -95.821809   52.618319    0.000000  -5.778540e-02  0.000000e+00
  0.883067  -95.766812   52.390385    0.000000  -5.822576e-02  0.000000e+00
  0.883325  -95.714856   52.161377    0.000000  -5.864230e-02  0.000000e+00
  0.883583  -95.665985   51.931320    0.000000  -5.903653e-02  0.000000e+00
  0.883841  -95.620244   51.700241    0.000000  -5.941026e-02  0.000000e+00
  0.884099  -95.577675   51.468171    0.000000  -5.976561e-02  0.000000e+00
  0.884357  -95.538321   51.235144    0.000000  -6.010495e-02  0.000000e+00
  0.884615  -95.502225   51.001198    0.000000  -6.043095e-02  0.000000e+00
  0.884874  -95.469428   50.766376    0.000000  -6.074656e-02  0.000000e+00
  0.885132  -95.439972   50.530723    0.000000  -6.105500e-02  0.000000e+00
  0.885390  -95.413896   50.294289    0.000000  -6.135976e-02  0.000000e+00
  0.885648  -95.391241   50.057129    0.000000  -6.166461e-02  0.000000e+00
  0.885906  -95.372047   49.819303    0.000000  -6.197356e-02  0.000000e+00
  0.886164  -95.356350   49.580873    0.000000  -6.229095e-02  0.000000e+00
  0.886422  -95.344191   49.341908    0.000000  -6.262134e-02  0.000000e+00
  0.886680  -95.335604   49.102481    0.000000  -6.296960e-02  0.000000e+00
  0.886939  -95.330627   48.862671    0.000000  -6.334082e-02  0.000000e+00
  0.887197  -95.329294   48.622562    0.000000  -6.373950e-02  0.000000e+00
  0.887455  -95.331641   48.382242    0.000000  -6.416953e-02  0.000000e+00
  0.887713  -95.337699   48.141804    0.000000  -6.463422e-02  0.000000e+00
  0.887971  -95.347501   47.901344    0.000000  -6.513639e-02  0.000000e+00
  0.888229  -95.361078   47.660964    0.000000  -6.567832e-02  0.000000e+00
  0.888487  -95.378460   47.420769    0.000000  -6.626180e-02  0.000000e+00
  0.888745  -95.399674   47.180864    0.000000  -6.688809e-02  0.000000e+00
  0.889004  -95.424747   46.941359    0.000000  -6.755793e-02  0.000000e+00
  0.889262  -95.453704   46.702367    0.000000  -6.827153e-02  0.000000e+00
  0.889520  -95.486567   46.464000    0.000000  -6.902854e-02  0.000000e+00
  0.889778  -95.523360   46.226373    0.000000  -6.982805e-02  0.000000e+00
  0.890036  -95.564100   45.989602    0.000000  -7.066856e-02  0.000000e+00
  0.890294  -95.608805   45.753803    0.000000  -7.154793e-02  0.000000e+00
  0.890552  -95.657491   45.519091    0.000000  -7.246338e-02  0.000000e+00
  0.890811  -95.710171   45.285583    0.000000  -7.341143e-02  0.000000e+00
  0.891069  -95.766855   45.053395    0.000000  -7.438788e-02  0.000000e+00
  0.891327  -95.827553   44.822639    0.000000  -7.538776e-02  0.000000e+00
  0.891585  -95.892270   44.593429    0.000000  -7.640529e-02  0.000000e+00
  0.891843  -95.961009   44.365876    0.000000  -7.743387e-02  0.000000e+00
  0.892101  -96.033772   44.140087    0.000000  -7.846602e-02  0.000000e+00
  0.892359  -96.110557   43.916169    0.000000  -7.949339e-02  0.000000e+00
  0.892617  -96.191358   43.694224    0.000000  -8.050672e-02  0.000000e+00
  0.892876  -96.276167   43.474351    0.000000  -8.149585e-02  0.000000e+00
  0.893134  -96.364975   43.256646    0.000000  -8.244973e-02  0.000000e+00
  0.893392  -96.457766   43.041199    0.000000  -8.335644e-02  0.000000e+00
  0.893650  -96.554524   42.828097    0.000000  -8.420328e-02  0.000000e+00
  0.893908  -96.655229   42.617420    0.000000  -8.497676e-02  0.000000e+00
  0.894166  -96.759855   42.409245    0.000000  -8.566277e-02  0.000000e+00
  0.894424  -96.868375   42.203642    0.000000  -8.624663e-02  0.000000e+00
  0.894682  -96.980759   42.000672    0.000000  -8.671361e-02  0.000000e+00
  0.894941  -97.096972   41.800395    0.000000  -8.705413e-02  0.000000e+00
  0.895199  -97.216974   41.602858    0.000000  -8.726362e-02  0.000000e+00
  0.895457  -97.340724   41.408107    0.000000  -8.733873e-02  0.000000e+00
  0.895715  -97.468177   41.216178    0.000000  -8.727731e-02  0.000000e+00
  0.895973  -97.599284   41.027103    0.000000  -8.707844e-02  0.000000e+00
  0.896231  -97.733993   40.840907    0.000000  -8.674245e-02  0.000000e+00
  0.896489  -97.872249   40.657612    0.000000  -8.627091e-02  0.000000e+00
  0.896748  -98.013995   40.477230    0.000000  -8.566659e-02  0.000000e+00
  0.897006  -98.159172   40.299773    0.000000  -8.493343e-02  0.000000e+00
  0.897264  -98.307715   40.125245    0.000000  -8.407645e-02  0.000000e+00
  0.897522  -98.459562   39.953648    0.000000  -8.310166e-02  0.000000e+00
  0.897780  -98.614644   39.784976    0.000000  -8.201594e-02  0.000000e+00
  0.898038  -98.772892   39.619223    0.000000  -8.082696e-02  0.000000e+00
  0.898296  -98.934235   39.456377    0.000000  -7.954301e-02  0.000000e+00
  0.898554  -99.098601   39.296423    0.000000  -7.817291e-02  0.000000e+00
  0.898813  -99.265916   39.139343    0.000000  -7.672584e-02  0.000000e+00
  0.899071  -99.436102   38.985114    0.000000  -7.521126e-02  0.000000e+00
  0.899329  -99.609084   38.833713    0.000000  -7.363878e-02  0.000000e+00
  0.899587  -99.784783   38.685113    0.000000  -7.201802e-02  0.000000e+00
  0.899845  -99.963119   38.539285    0.000000  -7.035854e-02  0.000000e+00
  0.900103  -100.144013   38.396197    0.000000  -6.866977e-02  0.000000e+00
  0.900361  -100.327383   38.255816    0.000000  -6.696088e-02  0.000000e+00
  0.900620  -100.513148   38.118108    0.000000  -6.524076e-02  0.000000e+00
  0.900878  -100.701227   37.983036    0.000000  -6.351800e-02  0.000000e+00
  0.901136  -100.891537   37.850564    0.000000  -6.180077e-02  0.000000e+00
  0.901394  -101.083995   37.720653    0.000000  -6.009689e-02  0.000000e+00
  0.901652  -101.278520   37.593264    0.000000  -5.841375e-02  0.000000e+00
  0.901910  -101.475029   37.468359    0.000000  -5.675835e-02  0.000000e+00
  0.902168  -101.673442   37.345898    0.000000  -5.513728e-02  0.000000e+00
  0.902426  -101.873675   37.225843    0.000000  -5.355676e-02  0.000000e+00
  0.902685  -102.075650   37.108154    0.000000  -5.202263e-02  0.000000e+00
  0.902943  -102.279285   36.992794    0.000000  -5.054042e-02  0.000000e+00
  0.903201  -102.484502   36.879725    0.000000  -4.911533e-02  0.000000e+00
  0.903459  -102.691223   36.768911    0.000000  -4.775229e-02  0.000000e+00
  0.903717  -102.899371   36.660317    0.000000  -4.645601e-02  0.000000e+00
  0.903975  -103.108871   36.553910    0.000000  -4.523096e-02  0.000000e+00
  0.904233  -103.319649   36.449658    0.000000  -4.408149e-02  0.000000e+00
  0.904491  -103.531633   36.347532    0.000000  -4.301177e-02  0.000000e+00
  0.904750  -103.744751   36.247506    0.000000  -4.202593e-02  0.000000e+00
  0.905008  -103.958937   36.149554    0.000000  -4.112798e-02  0.000000e+00
  0.905266  -104.174122   36.053654    0.000000  -4.032194e-02  0.000000e+00
  0.905524  -104.390244   35.959788    0.000000  -3.961181e-02  0.000000e+00
  0.905782  -104.607240   35.867941    0.000000  -3.900161e-02  0.000000e+00
  0.906040  -104.825051   35.778101    0.000000  -3.849542e-02  0.000000e+00
  0.906298  -105.043621   35.690259    0.000000  -3.809735e-02  0.000000e+00
  0.906557  -105.262895   35.604412    0.000000  -3.780851e-02  0.000000e+00
  0.906815  -105.482824   35.520559    0.000000  -3.762292e-02  0.000000e+00
  0.907073  -105.703358   35.438704    0.000000  -3.753362e-02  0.000000e+00
  0.907331  -105.924453   35.358854    0.000000  -3.753367e-02  0.000000e+00
  0.907589  -106.146066   35.281021    0.000000  -3.761610e-02  0.000000e+00
  0.907847  -106.368158   35.205216    0.000000  -3.777393e-02  0.000000e+00
  0.908105  -106.590690   35.131456    0.000000  -3.800011e-02  0.000000e+00
  0.908363  -106.813629   35.059758    0.000000  -3.828750e-02  0.000000e+00
  0.908622  -107.036942   34.990142    0.000000  -3.862886e-02  0.000000e+00
  0.908880  -107.260598   34.922629    0.000000  -3.901682e-02  0.000000e+00
  0.909138  -107.484569   34.857241    0.000000  -3.944387e-02  0.000000e+00
  0.909396  -107.708831   34.794000    0.000000  -3.990233e-02  0.000000e+00
  0.909654  -107.933360   34.732931    0.000000  -4.038435e-02  0.000000e+00
  0.909912  -108.158133   34.674057    0.000000  -4.088188e-02  0.000000e+00
  0.910170  -108.383131   34.617400    0.000000  -4.138669e-02  0.000000e+00
  0.910428  -108.608336   34.562984    0.000000  -4.189037e-02  0.000000e+00
  0.910687  -108.833733   34.510829    0.000000  -4.238434e-02  0.000000e+00
  0.910945  -109.059306   34.460958    0.000000  -4.285982e-02  0.000000e+00
  0.911203  -109.285044   34.413387    0.000000  -4.330792e-02  0.000000e+00
  0.911461  -109.510935   34.368135    0.000000  -4.371964e-02  0.000000e+00
  0.911719  -109.736970   34.325215    0.000000  -4.408585e-02  0.000000e+00
  0.911977  -109.963139   34.284640    0.000000  -4.439744e-02  0.000000e+00
  0.912235  -110.189437   34.246419    0.000000  -4.464525e-02  0.000000e+00
  0.912494  -110.415857   34.210558    0.000000  -4.482019e-02  0.000000e+00
  0.912752  -110.642396   34.177059    0.000000  -4.491328e-02  0.000000e+00
  0.913010  -110.869049   34.145920    0.000000  -4.491569e-02  0.000000e+00
  0.913268  -111.095814   34.117135    0.000000  -4.481879e-02  0.000000e+00
  0.913526  -111.322690   34.090693    0.000000  -4.461424e-02  0.000000e+00
  0.913784  -111.549676   34.066579    0.000000  -4.429400e-02  0.000000e+00
  0.914042  -111.776772   34.044772    0.000000  -4.385038e-02  0.000000e+00
  0.914300  -112.003979   34.025245    0.000000  -4.327753e-02  0.000000e+00
  0.914559  -112.231299   34.007966    0.000000  -4.257708e-02  0.000000e+00
  0.914817  -112.458734   33.992896    0.000000  -4.175338e-02  0.000000e+00
  0.915075  -112.686286   33.979991    0.000000  -4.081121e-02  0.000000e+00
  0.915333  -112.913958   33.969203    0.000000  -3.975574e-02  0.000000e+00
  0.915591  -113.141755   33.960476    0.000000  -3.859249e-02  0.000000e+00
  0.915849  -113.369679   33.953752    0.000000  -3.732724e-02  0.000000e+00
  0.916107  -113.597735   33.948966    0.000000  -3.596602e-02  0.000000e+00
  0.916366  -113.825927   33.946050    0.000000  -3.451500e-02  0.000000e+00
  0.916624  -114.054260   33.944931    0.000000  -3.298045e-02  0.000000e+00
  0.916882  -114.282739   33.945532    0.000000  -3.136871e-02  0.000000e+00
  0.917140  -114.511368   33.947773    0.000000  -2.968609e-02  0.000000e+00
  0.917398  -114.740153   33.951568    0.000000  -2.793885e-02  0.000000e+00
  0.917656  -114.969097   33.956831    0.000000  -2.613317e-02  0.000000e+00
  0.917914  -115.198206   33.963470    0.000000  -2.427507e-02  0.000000e+00
  0.918172  -115.427484   33.971391    0.000000  -2.237042e-02  0.000000e+00
  0.918431  -115.656936   33.980497    0.000000  -2.042489e-02  0.000000e+00
  0.918689  -115.886566   33.990690    0.000000  -1.844396e-02  0.000000e+00
  0.918947  -116.116377   34.001868    0.000000  -1.643285e-02  0.000000e+00
  0.919205  -116.346374   34.013927    0.000000  -1.439659e-02  0.000000e+00
  0.919463  -116.576558   34.026761    0.000000  -1.233994e-02  0.000000e+00
  0.919721  -116.806933   34.040264    0.000000  -1.026746e-02  0.000000e+00
  0.919979  -117.037501   34.054326    0.000000  -8.183462e-03  0.000000e+00
  0.920237  -117.268263   34.068839    0.000000  -6.092061e-03  0.000000e+00
  0.920496  -117.499220   34.083690    0.000000  -3.997161e-03  0.000000e+00
  0.920754  -117.730373   34.098769    0.000000  -1.902486e-03  0.000000e+00
  0.921012  -117.961719   34.113963    0.000000  1.884112e-04  0.000000e+00
  0.921270  -118.193260   34.129159    0.000000  2.272124e-03  0.000000e+00
  0.921528  -118.424991   34.144246    0.000000  4.345377e-03  0.000000e+00
  0.921786  -118.656910   34.159109    0.000000  6.405004e-03  0.000000e+00
  0.922044  -118.889012   34.173637    0.000000  8.447929e-03  0.000000e+00
  0.922303  -119.121293   34.187719    0.000000  1.047115e-02  0.000000e+00
  0.922561  -119.353747   34.201242    0.000000  1.247171e-02  0.000000e+00
  0.922819  -119.586365   34.214097    0.000000  1.444671e-02  0.000000e+00
  0.923077  -119.819140   34.226175    0.000000  1.639326e-02  0.000000e+00
  0.923335  -120.052062   34.237368    0.000000  1.830847e-02  0.000000e+00
  0.923593  -120.285120   34.247571    0.000000  2.018947e-02  0.000000e+00
  0.923851  -120.518300   34.256678    0.000000  2.203337e-02  0.000000e+00
  0.924109  -120.751590   34.264590    0.000000  2.383730e-02  0.000000e+00
  0.924368  -120.984975   34.271204    0.000000  2.559832e-02  0.000000e+00
  0.924626  -121.218437   34.276424    0.000000  2.731353e-02  0.000000e+00
  0.924884  -121.451957   34.280156    0.000000  2.897999e-02  0.000000e+00
  0.925142  -121.685517   34.282308    0.000000  3.059477e-02  0.000000e+00
  0.925400  -121.919095   34.282791    0.000000  3.215495e-02  0.000000e+00
  0.925658  -122.152666   34.281519    0.000000  3.365760e-02  0.000000e+00
  0.925916  -122.386206   34.278413    0.000000  3.509994e-02  0.000000e+00
  0.926174  -122.619689   34.273392    0.000000  3.648097e-02  0.000000e+00
  0.926433  -122.853084   34.266384    0.000000  3.780128e-02  0.000000e+00
  0.926691  -123.086362   34.257319    0.000000  3.906133e-02  0.000000e+00
  0.926949  -123.319491   34.246130    0.000000  4.026143e-02  0.000000e+00
  0.927207  -123.552438   34.232755    0.000000  4.140171e-02  0.000000e+00
  0.927465  -123.785169   34.217136    0.000000  4.248211e-02  0.000000e+00
  0.927723  -124.017649   34.199219    0.000000  4.350238e-02  0.000000e+00
  0.927981  -124.249842   34.178954    0.000000  4.446210e-02  0.000000e+00
  0.928240  -124.481711   34.156294    0.000000  4.536067e-02  0.000000e+00
  0.928498  -124.713222   34.131198    0.000000  4.619729e-02  0.000000e+00
  0.928756  -124.944335   34.103627    0.000000  4.697101e-02  0.000000e+00
  0.929014  -125.175016   34.073548    0.000000  4.768069e-02  0.000000e+00
  0.929272  -125.405227   34.040930    0.000000  4.832505e-02  0.000000e+00
  0.929530  -125.634931   34.005747    0.000000  4.890264e-02  0.000000e+00
  0.929788  -125.864094   33.967979    0.000000  4.941187e-02  0.000000e+00
  0.930046  -126.092680   33.927607    0.000000  4.985101e-02  0.000000e+00
  0.930305  -126.320656   33.884617    0.000000  5.021824e-02  0.000000e+00
  0.930563  -126.547987   33.839002    0.000000  5.051157e-02  0.000000e+00
  0.930821  -126.774642   33.790755    0.000000  5.072897e-02  0.000000e+00
  0.931079  -127.000591   33.739876    0.000000  5.086828e-02  0.000000e+00
  0.931337  -127.225805   33.686368    0.000000  5.092729e-02  0.000000e+00
  0.931595  -127.450257   33.630239    0.000000  5.090372e-02  0.000000e+00
  0.931853  -127.673922   33.571501    0.000000  5.079525e-02  0.000000e+00
  0.932112  -127.896776   33.510169    0.000000  5.059953e-02  0.000000e+00
  0.932370  -128.118800   33.446265    0.000000  5.031416e-02  0.000000e+00
  0.932628  -128.339974   33.379812    0.000000  4.993678e-02  0.000000e+00
  0.932886  -128.560284   33.310841    0.000000  4.946498e-02  0.000000e+00
  0.933144  -128.779717   33.239384    0.000000  4.889640e-02  0.000000e+00
  0.933402  -128.998262   33.165478    0.000000  4.822870e-02  0.000000e+00
  0.933660  -129.215914   33.089167    0.000000  4.745956e-02  0.000000e+00
  0.933918  -129.432669   33.010496    0.000000  4.658864e-02  0.000000e+00
  0.934177  -129.648528   32.929516    0.000000  4.561935e-02  0.000000e+00
  0.934435  -129.863494   32.846283    0.000000  4.455580e-02  0.000000e+00
  0.934693  -130.077574   32.760854    0.000000  4.340235e-02  0.000000e+00
  0.934951  -130.290778   32.673293    0.000000  4.216357e-02  0.000000e+00
  0.935209  -130.503118   32.583666    0.000000  4.084422e-02  0.000000e+00
  0.935467  -130.714611   32.492042    0.000000  3.944918e-02  0.000000e+00
  0.935725  -130.925274   32.398493    0.000000  3.798343e-02  0.000000e+00
  0.935983  -131.135129   32.303095    0.000000  3.645204e-02  0.000000e+00
  0.936242  -131.344198   32.205927    0.000000  3.486006e-02  0.000000e+00
  0.936500  -131.552507   32.107068    0.000000  3.321257e-02  0.000000e+00
  0.936758  -131.760084   32.006603    0.000000  3.151460e-02  0.000000e+00
  0.937016  -131.966958   31.904615    0.000000  2.977113e-02  0.000000e+00
  0.937274  -132.173161   31.801192    0.000000  2.798708e-02  0.000000e+00
  0.937532  -132.378725   31.696423    0.000000  2.616724e-02  0.000000e+00
  0.937790  -132.583687   31.590398    0.000000  2.431636e-02  0.000000e+00
  0.938049  -132.788081   31.483208    0.000000  2.243903e-02  0.000000e+00
  0.938307  -132.991947   31.374945    0.000000  2.053976e-02  0.000000e+00
  0.938565  -133.195321   31.265704    0.000000  1.862295e-02  0.000000e+00
  0.938823  -133.398246   31.155578    0.000000  1.669291e-02  0.000000e+00
  0.939081  -133.600760   31.044662    0.000000  1.475386e-02  0.000000e+00
  0.939339  -133.802906   30.933051    0.000000  1.280992e-02  0.000000e+00
  0.939597  -134.004727   30.820839    0.000000  1.086518e-02  0.000000e+00
  0.939855  -134.206265   30.708122    0.000000  8.923649e-03  0.000000e+00
  0.940114  -134.407563   30.594993    0.000000  6.989336e-03  0.000000e+00
  0.940372  -134.608665   30.481547    0.000000  5.066218e-03  0.000000e+00
  0.940630  -134.809615   30.367877    0.000000  3.158284e-03  0.000000e+00
  0.940888  -135.010457   30.254075    0.000000  1.269547e-03  0.000000e+00
