資訊清單建立者	17807
日期	06-Jul-2026 22:46:30
目前工作零件	D:\OH-WorkSpace\GGV_LTS_SensitivityAnsysis_V4.0\chengdu endurance track4.0_dwg.prt
節點名	queenzzzworkbook


曲線的曲率分析
------------------------------------------------------------
分析曲線 #               1
檢查點的個數 =             6250
投影平面 = 無
  參數      XC          YC          ZC      曲率      力矩
  0.126740  -381.966045  -369.937427    0.000000  7.545890e-02  0.000000e+00
  0.126900  -381.905419  -369.805168    0.000000  7.538493e-02  0.000000e+00
  0.127060  -381.843310  -369.673508    0.000000  7.533291e-02  0.000000e+00
  0.127220  -381.779726  -369.542465    0.000000  7.530283e-02  0.000000e+00
  0.127380  -381.714674  -369.412059    0.000000  7.529467e-02  0.000000e+00
  0.127540  -381.648161  -369.282309    0.000000  7.530832e-02  0.000000e+00
  0.127700  -381.580194  -369.153235    0.000000  7.534362e-02  0.000000e+00
  0.127860  -381.510781  -369.024857    0.000000  7.540037e-02  0.000000e+00
  0.128020  -381.439928  -368.897196    0.000000  7.547832e-02  0.000000e+00
  0.128181  -381.367642  -368.770272    0.000000  7.557716e-02  0.000000e+00
  0.128341  -381.293932  -368.644105    0.000000  7.569654e-02  0.000000e+00
  0.128501  -381.218804  -368.518718    0.000000  7.583607e-02  0.000000e+00
  0.128661  -381.142265  -368.394132    0.000000  7.599532e-02  0.000000e+00
  0.128821  -381.064324  -368.270367    0.000000  7.617379e-02  0.000000e+00
  0.128981  -380.984988  -368.147446    0.000000  7.637099e-02  0.000000e+00
  0.129141  -380.904264  -368.025391    0.000000  7.658633e-02  0.000000e+00
  0.129301  -380.822161  -367.904223    0.000000  7.681923e-02  0.000000e+00
  0.129461  -380.738686  -367.783965    0.000000  7.706903e-02  0.000000e+00
  0.129621  -380.653846  -367.664640    0.000000  7.733507e-02  0.000000e+00
  0.129781  -380.567651  -367.546268    0.000000  7.761664e-02  0.000000e+00
  0.129941  -380.480108  -367.428874    0.000000  7.791296e-02  0.000000e+00
  0.130101  -380.391226  -367.312479    0.000000  7.822326e-02  0.000000e+00
  0.130261  -380.301013  -367.197105    0.000000  7.854671e-02  0.000000e+00
  0.130421  -380.209478  -367.082777    0.000000  7.888245e-02  0.000000e+00
  0.130581  -380.116630  -366.969515    0.000000  7.922957e-02  0.000000e+00
  0.130741  -380.022478  -366.857342    0.000000  7.958715e-02  0.000000e+00
  0.130901  -379.927030  -366.746281    0.000000  7.995422e-02  0.000000e+00
  0.131061  -379.830297  -366.636355    0.000000  8.032977e-02  0.000000e+00
  0.131221  -379.732288  -366.527585    0.000000  8.071278e-02  0.000000e+00
  0.131381  -379.633013  -366.419994    0.000000  8.110218e-02  0.000000e+00
  0.131541  -379.532481  -366.313604    0.000000  8.149687e-02  0.000000e+00
  0.131701  -379.430703  -366.208437    0.000000  8.189574e-02  0.000000e+00
  0.131861  -379.327689  -366.104515    0.000000  8.229762e-02  0.000000e+00
  0.132021  -379.223450  -366.001859    0.000000  8.270134e-02  0.000000e+00
  0.132181  -379.117998  -365.900492    0.000000  8.310570e-02  0.000000e+00
  0.132341  -379.011342  -365.800433    0.000000  8.350948e-02  0.000000e+00
  0.132501  -378.903495  -365.701705    0.000000  8.391143e-02  0.000000e+00
  0.132661  -378.794468  -365.604329    0.000000  8.431028e-02  0.000000e+00
  0.132821  -378.684274  -365.508324    0.000000  8.470477e-02  0.000000e+00
  0.132981  -378.572924  -365.413711    0.000000  8.509361e-02  0.000000e+00
  0.133141  -378.460431  -365.320511    0.000000  8.547551e-02  0.000000e+00
  0.133301  -378.346809  -365.228742    0.000000  8.584915e-02  0.000000e+00
  0.133461  -378.232069  -365.138424    0.000000  8.621325e-02  0.000000e+00
  0.133621  -378.116227  -365.049577    0.000000  8.656650e-02  0.000000e+00
  0.133781  -377.999295  -364.962218    0.000000  8.690761e-02  0.000000e+00
  0.133941  -377.881287  -364.876367    0.000000  8.723531e-02  0.000000e+00
  0.134101  -377.762219  -364.792041    0.000000  8.754833e-02  0.000000e+00
  0.134261  -377.642106  -364.709257    0.000000  8.784542e-02  0.000000e+00
  0.134422  -377.520961  -364.628033    0.000000  8.812536e-02  0.000000e+00
  0.134582  -377.398802  -364.548384    0.000000  8.838696e-02  0.000000e+00
  0.134742  -377.275644  -364.470328    0.000000  8.862907e-02  0.000000e+00
  0.134902  -377.151503  -364.393879    0.000000  8.885057e-02  0.000000e+00
  0.135062  -377.026397  -364.319053    0.000000  8.905037e-02  0.000000e+00
  0.135222  -376.900342  -364.245865    0.000000  8.922746e-02  0.000000e+00
  0.135382  -376.773356  -364.174327    0.000000  8.938086e-02  0.000000e+00
  0.135542  -376.645457  -364.104455    0.000000  8.950965e-02  0.000000e+00
  0.135702  -376.516664  -364.036259    0.000000  8.961297e-02  0.000000e+00
  0.135862  -376.386994  -363.969754    0.000000  8.969003e-02  0.000000e+00
  0.136022  -376.256469  -363.904950    0.000000  8.974011e-02  0.000000e+00
  0.136182  -376.125107  -363.841858    0.000000  8.976254e-02  0.000000e+00
  0.136342  -375.992929  -363.780488    0.000000  8.975677e-02  0.000000e+00
  0.136502  -375.859955  -363.720851    0.000000  8.972227e-02  0.000000e+00
  0.136662  -375.726207  -363.662955    0.000000  8.965866e-02  0.000000e+00
  0.136822  -375.591706  -363.606809    0.000000  8.956640e-02  0.000000e+00
  0.136982  -375.456474  -363.552419    0.000000  8.944689e-02  0.000000e+00
  0.137142  -375.320534  -363.499794    0.000000  8.930159e-02  0.000000e+00
  0.137302  -375.183910  -363.448938    0.000000  8.913195e-02  0.000000e+00
  0.137462  -375.046624  -363.399857    0.000000  8.893940e-02  0.000000e+00
  0.137622  -374.908700  -363.352556    0.000000  8.872533e-02  0.000000e+00
  0.137782  -374.770163  -363.307039    0.000000  8.849114e-02  0.000000e+00
  0.137942  -374.631036  -363.263309    0.000000  8.823816e-02  0.000000e+00
  0.138102  -374.491345  -363.221369    0.000000  8.796773e-02  0.000000e+00
  0.138262  -374.351115  -363.181222    0.000000  8.768110e-02  0.000000e+00
  0.138422  -374.210370  -363.142868    0.000000  8.737952e-02  0.000000e+00
  0.138582  -374.069137  -363.106308    0.000000  8.706418e-02  0.000000e+00
  0.138742  -373.927440  -363.071542    0.000000  8.673622e-02  0.000000e+00
  0.138902  -373.785307  -363.038571    0.000000  8.639673e-02  0.000000e+00
  0.139062  -373.642762  -363.007392    0.000000  8.604673e-02  0.000000e+00
  0.139222  -373.499832  -362.978004    0.000000  8.568722e-02  0.000000e+00
  0.139382  -373.356543  -362.950405    0.000000  8.531911e-02  0.000000e+00
  0.139542  -373.212921  -362.924593    0.000000  8.494326e-02  0.000000e+00
  0.139702  -373.068991  -362.900562    0.000000  8.456048e-02  0.000000e+00
  0.139862  -372.924782  -362.878310    0.000000  8.417150e-02  0.000000e+00
  0.140022  -372.780318  -362.857832    0.000000  8.377698e-02  0.000000e+00
  0.140182  -372.635625  -362.839123    0.000000  8.337754e-02  0.000000e+00
  0.140342  -372.490730  -362.822177    0.000000  8.297372e-02  0.000000e+00
  0.140502  -372.345659  -362.806988    0.000000  8.256599e-02  0.000000e+00
  0.140663  -372.200436  -362.793548    0.000000  8.215476e-02  0.000000e+00
  0.140823  -372.055089  -362.781852    0.000000  8.174037e-02  0.000000e+00
  0.140983  -371.909642  -362.771891    0.000000  8.132308e-02  0.000000e+00
  0.141143  -371.764120  -362.763656    0.000000  8.090310e-02  0.000000e+00
  0.141303  -371.618549  -362.757139    0.000000  8.048057e-02  0.000000e+00
  0.141463  -371.472953  -362.752332    0.000000  8.005555e-02  0.000000e+00
  0.141623  -371.327356  -362.749223    0.000000  7.962804e-02  0.000000e+00
  0.141783  -371.181783  -362.747802    0.000000  7.919796e-02  0.000000e+00
  0.141943  -371.036256  -362.748060    0.000000  7.876519e-02  0.000000e+00
  0.142103  -370.890800  -362.749985    0.000000  7.832951e-02  0.000000e+00
  0.142263  -370.745438  -362.753565    0.000000  7.789065e-02  0.000000e+00
  0.142423  -370.600191  -362.758789    0.000000  7.744828e-02  0.000000e+00
  0.142583  -370.455082  -362.765643    0.000000  7.700199e-02  0.000000e+00
  0.142743  -370.310133  -362.774116    0.000000  7.655130e-02  0.000000e+00
  0.142903  -370.165363  -362.784193    0.000000  7.609569e-02  0.000000e+00
  0.143063  -370.020795  -362.795861    0.000000  7.563456e-02  0.000000e+00
  0.143223  -369.876447  -362.809106    0.000000  7.516723e-02  0.000000e+00
  0.143383  -369.732339  -362.823914    0.000000  7.469299e-02  0.000000e+00
  0.143543  -369.588490  -362.840270    0.000000  7.421104e-02  0.000000e+00
  0.143703  -369.444918  -362.858158    0.000000  7.372054e-02  0.000000e+00
  0.143863  -369.301639  -362.877563    0.000000  7.322058e-02  0.000000e+00
  0.144023  -369.158672  -362.898469    0.000000  7.271019e-02  0.000000e+00
  0.144183  -369.016031  -362.920859    0.000000  7.218836e-02  0.000000e+00
  0.144343  -368.873732  -362.944718    0.000000  7.165400e-02  0.000000e+00
  0.144503  -368.731789  -362.970028    0.000000  7.110599e-02  0.000000e+00
  0.144663  -368.590215  -362.996771    0.000000  7.054314e-02  0.000000e+00
  0.144823  -368.449025  -363.024931    0.000000  6.996423e-02  0.000000e+00
  0.144983  -368.308229  -363.054490    0.000000  6.936799e-02  0.000000e+00
  0.145143  -368.167838  -363.085428    0.000000  6.875309e-02  0.000000e+00
  0.145303  -368.027862  -363.117729    0.000000  6.811817e-02  0.000000e+00
  0.145463  -367.888312  -363.151372    0.000000  6.746186e-02  0.000000e+00
  0.145623  -367.749194  -363.186339    0.000000  6.678271e-02  0.000000e+00
  0.145783  -367.610516  -363.222612    0.000000  6.607927e-02  0.000000e+00
  0.145943  -367.472284  -363.260169    0.000000  6.535007e-02  0.000000e+00
  0.146103  -367.334504  -363.298992    0.000000  6.459361e-02  0.000000e+00
  0.146263  -367.197178  -363.339060    0.000000  6.380837e-02  0.000000e+00
  0.146423  -367.060311  -363.380354    0.000000  6.299267e-02  0.000000e+00
  0.146583  -366.923904  -363.422852    0.000000  6.214468e-02  0.000000e+00
  0.146743  -366.787957  -363.466534    0.000000  6.126273e-02  0.000000e+00
  0.146904  -366.652471  -363.511379    0.000000  6.034530e-02  0.000000e+00
  0.147064  -366.517443  -363.557366    0.000000  5.939102e-02  0.000000e+00
  0.147224  -366.382873  -363.604473    0.000000  5.839868e-02  0.000000e+00
  0.147384  -366.248755  -363.652678    0.000000  5.736722e-02  0.000000e+00
  0.147544  -366.115087  -363.701959    0.000000  5.629575e-02  0.000000e+00
  0.147704  -365.981863  -363.752293    0.000000  5.518351e-02  0.000000e+00
  0.147864  -365.849076  -363.803658    0.000000  5.402989e-02  0.000000e+00
  0.148024  -365.716721  -363.856030    0.000000  5.283443e-02  0.000000e+00
  0.148184  -365.584789  -363.909385    0.000000  5.159678e-02  0.000000e+00
  0.148344  -365.453272  -363.963700    0.000000  5.031675e-02  0.000000e+00
  0.148504  -365.322160  -364.018949    0.000000  4.899425e-02  0.000000e+00
  0.148664  -365.191444  -364.075107    0.000000  4.762930e-02  0.000000e+00
  0.148824  -365.061112  -364.132149    0.000000  4.622204e-02  0.000000e+00
  0.148984  -364.931154  -364.190049    0.000000  4.477270e-02  0.000000e+00
  0.149144  -364.801558  -364.248780    0.000000  4.328158e-02  0.000000e+00
  0.149304  -364.672310  -364.308315    0.000000  4.174908e-02  0.000000e+00
  0.149464  -364.543397  -364.368626    0.000000  4.017564e-02  0.000000e+00
  0.149624  -364.414806  -364.429686    0.000000  3.856176e-02  0.000000e+00
  0.149784  -364.286522  -364.491465    0.000000  3.690800e-02  0.000000e+00
  0.149944  -364.158530  -364.553934    0.000000  3.521493e-02  0.000000e+00
  0.150104  -364.030816  -364.617063    0.000000  3.348315e-02  0.000000e+00
  0.150264  -363.903362  -364.680822    0.000000  3.171326e-02  0.000000e+00
  0.150424  -363.776154  -364.745178    0.000000  2.990586e-02  0.000000e+00
  0.150584  -363.649173  -364.810100    0.000000  2.806155e-02  0.000000e+00
  0.150744  -363.522404  -364.875556    0.000000  2.618088e-02  0.000000e+00
  0.150904  -363.395829  -364.941512    0.000000  2.426440e-02  0.000000e+00
  0.151064  -363.269430  -365.007933    0.000000  2.231257e-02  0.000000e+00
  0.151224  -363.143190  -365.074785    0.000000  2.032584e-02  0.000000e+00
  0.151384  -363.017089  -365.142033    0.000000  1.830534e-02  0.000000e+00
  0.151544  -362.891111  -365.209639    0.000000  1.625335e-02  0.000000e+00
  0.151704  -362.765235  -365.277568    0.000000  1.417221e-02  0.000000e+00
  0.151864  -362.639444  -365.345780    0.000000  1.206414e-02  0.000000e+00
  0.152024  -362.513719  -365.414238    0.000000  9.931262e-03  0.000000e+00
  0.152184  -362.388040  -365.482903    0.000000  7.775606e-03  0.000000e+00
  0.152344  -362.262389  -365.551734    0.000000  5.599100e-03  0.000000e+00
  0.152504  -362.136746  -365.620692    0.000000  3.403586e-03  0.000000e+00
  0.152664  -362.011092  -365.689736    0.000000  1.190818e-03  0.000000e+00
  0.152824  -361.885408  -365.758824    0.000000  1.037527e-03  0.000000e+00
  0.152984  -361.759675  -365.827914    0.000000  3.279844e-03  0.000000e+00
  0.153145  -361.633874  -365.896965    0.000000  5.534592e-03  0.000000e+00
  0.153305  -361.507985  -365.965934    0.000000  7.800285e-03  0.000000e+00
  0.153465  -361.381991  -366.034777    0.000000  1.007549e-02  0.000000e+00
  0.153625  -361.255872  -366.103452    0.000000  1.235880e-02  0.000000e+00
  0.153785  -361.129610  -366.171914    0.000000  1.464885e-02  0.000000e+00
  0.153945  -361.003186  -366.240120    0.000000  1.694429e-02  0.000000e+00
  0.154105  -360.876583  -366.308026    0.000000  1.924378e-02  0.000000e+00
  0.154265  -360.749782  -366.375587    0.000000  2.154598e-02  0.000000e+00
  0.154425  -360.622766  -366.442758    0.000000  2.384955e-02  0.000000e+00
  0.154585  -360.495519  -366.509495    0.000000  2.615313e-02  0.000000e+00
  0.154745  -360.368022  -366.575753    0.000000  2.845531e-02  0.000000e+00
  0.154905  -360.240259  -366.641488    0.000000  3.075469e-02  0.000000e+00
  0.155065  -360.112215  -366.706653    0.000000  3.304980e-02  0.000000e+00
  0.155225  -359.983873  -366.771204    0.000000  3.533912e-02  0.000000e+00
  0.155385  -359.855219  -366.835095    0.000000  3.762108e-02  0.000000e+00
  0.155545  -359.726238  -366.898283    0.000000  3.989405e-02  0.000000e+00
  0.155705  -359.596915  -366.960722    0.000000  4.215634e-02  0.000000e+00
  0.155865  -359.467238  -367.022367    0.000000  4.440618e-02  0.000000e+00
  0.156025  -359.337192  -367.083174    0.000000  4.664173e-02  0.000000e+00
  0.156185  -359.206766  -367.143098    0.000000  4.886107e-02  0.000000e+00
  0.156345  -359.075947  -367.202095    0.000000  5.106221e-02  0.000000e+00
  0.156505  -358.944724  -367.260120    0.000000  5.324309e-02  0.000000e+00
  0.156665  -358.813088  -367.317131    0.000000  5.540157e-02  0.000000e+00
  0.156825  -358.681028  -367.373083    0.000000  5.753543e-02  0.000000e+00
  0.156985  -358.548535  -367.427934    0.000000  5.964242e-02  0.000000e+00
  0.157145  -358.415600  -367.481640    0.000000  6.172020e-02  0.000000e+00
  0.157305  -358.282218  -367.534160    0.000000  6.376640e-02  0.000000e+00
  0.157465  -358.148380  -367.585451    0.000000  6.577860e-02  0.000000e+00
  0.157625  -358.014081  -367.635471    0.000000  6.775435e-02  0.000000e+00
  0.157785  -357.879316  -367.684181    0.000000  6.969120e-02  0.000000e+00
  0.157945  -357.744082  -367.731539    0.000000  7.158669e-02  0.000000e+00
  0.158105  -357.608375  -367.777505    0.000000  7.343838e-02  0.000000e+00
  0.158265  -357.472193  -367.822041    0.000000  7.524384e-02  0.000000e+00
  0.158425  -357.335535  -367.865107    0.000000  7.700072e-02  0.000000e+00
  0.158585  -357.198402  -367.906666    0.000000  7.870673e-02  0.000000e+00
  0.158745  -357.060794  -367.946679    0.000000  8.035965e-02  0.000000e+00
  0.158905  -356.922713  -367.985111    0.000000  8.195738e-02  0.000000e+00
  0.159065  -356.784163  -368.021926    0.000000  8.349797e-02  0.000000e+00
  0.159225  -356.645148  -368.057088    0.000000  8.497959e-02  0.000000e+00
  0.159386  -356.505674  -368.090563    0.000000  8.640059e-02  0.000000e+00
  0.159546  -356.365747  -368.122318    0.000000  8.775952e-02  0.000000e+00
  0.159706  -356.225376  -368.152320    0.000000  8.905513e-02  0.000000e+00
  0.159866  -356.084569  -368.180538    0.000000  9.028641e-02  0.000000e+00
  0.160026  -355.943338  -368.206940    0.000000  9.145258e-02  0.000000e+00
  0.160186  -355.801694  -368.231498    0.000000  9.255315e-02  0.000000e+00
  0.160346  -355.659651  -368.254182    0.000000  9.358788e-02  0.000000e+00
  0.160506  -355.517222  -368.274965    0.000000  9.455683e-02  0.000000e+00
  0.160666  -355.374425  -368.293820    0.000000  9.546037e-02  0.000000e+00
  0.160826  -355.231276  -368.310722    0.000000  9.629917e-02  0.000000e+00
  0.160986  -355.087794  -368.325646    0.000000  9.707422e-02  0.000000e+00
  0.161146  -354.944000  -368.338570    0.000000  9.778682e-02  0.000000e+00
  0.161306  -354.799916  -368.349470    0.000000  9.843862e-02  0.000000e+00
  0.161466  -354.655565  -368.358327    0.000000  9.903177e-02  0.000000e+00
  0.161626  -354.510971  -368.365121    0.000000  9.957021e-02  0.000000e+00
  0.161786  -354.366162  -368.369834    0.000000  1.000585e-01  0.000000e+00
  0.161946  -354.221166  -368.372448    0.000000  1.005013e-01  0.000000e+00
  0.162106  -354.076011  -368.372949    0.000000  1.009029e-01  0.000000e+00
  0.162266  -353.930729  -368.371321    0.000000  1.012676e-01  0.000000e+00
  0.162426  -353.785352  -368.367551    0.000000  1.015996e-01  0.000000e+00
  0.162586  -353.639913  -368.361627    0.000000  1.019030e-01  0.000000e+00
  0.162746  -353.494445  -368.353539    0.000000  1.021815e-01  0.000000e+00
  0.162906  -353.348986  -368.343276    0.000000  1.024390e-01  0.000000e+00
  0.163066  -353.203570  -368.330829    0.000000  1.026789e-01  0.000000e+00
  0.163226  -353.058236  -368.316192    0.000000  1.029045e-01  0.000000e+00
  0.163386  -352.913022  -368.299357    0.000000  1.031191e-01  0.000000e+00
  0.163546  -352.767967  -368.280321    0.000000  1.033256e-01  0.000000e+00
  0.163706  -352.623112  -368.259077    0.000000  1.035268e-01  0.000000e+00
  0.163866  -352.478496  -368.235624    0.000000  1.037252e-01  0.000000e+00
  0.164026  -352.334162  -368.209958    0.000000  1.039233e-01  0.000000e+00
  0.164186  -352.190150  -368.182080    0.000000  1.041231e-01  0.000000e+00
  0.164346  -352.046505  -368.151989    0.000000  1.043267e-01  0.000000e+00
  0.164506  -351.903268  -368.119686    0.000000  1.045359e-01  0.000000e+00
  0.164666  -351.760483  -368.085173    0.000000  1.047521e-01  0.000000e+00
  0.164826  -351.618194  -368.048453    0.000000  1.049767e-01  0.000000e+00
  0.164986  -351.476445  -368.009530    0.000000  1.052109e-01  0.000000e+00
  0.165146  -351.335279  -367.968409    0.000000  1.054555e-01  0.000000e+00
  0.165306  -351.194742  -367.925096    0.000000  1.057113e-01  0.000000e+00
  0.165466  -351.054878  -367.879598    0.000000  1.059787e-01  0.000000e+00
  0.165627  -350.915731  -367.831922    0.000000  1.062581e-01  0.000000e+00
  0.165787  -350.777346  -367.782077    0.000000  1.065494e-01  0.000000e+00
  0.165947  -350.639766  -367.730072    0.000000  1.068527e-01  0.000000e+00
  0.166107  -350.503038  -367.675918    0.000000  1.071673e-01  0.000000e+00
  0.166267  -350.367203  -367.619626    0.000000  1.074929e-01  0.000000e+00
  0.166427  -350.232307  -367.561209    0.000000  1.078285e-01  0.000000e+00
  0.166587  -350.098392  -367.500678    0.000000  1.081732e-01  0.000000e+00
  0.166747  -349.965502  -367.438048    0.000000  1.085256e-01  0.000000e+00
  0.166907  -349.833678  -367.373333    0.000000  1.088844e-01  0.000000e+00
  0.167067  -349.702964  -367.306549    0.000000  1.092477e-01  0.000000e+00
  0.167227  -349.573400  -367.237710    0.000000  1.096137e-01  0.000000e+00
  0.167387  -349.445027  -367.166836    0.000000  1.099802e-01  0.000000e+00
  0.167547  -349.317886  -367.093941    0.000000  1.103449e-01  0.000000e+00
  0.167707  -349.192014  -367.019046    0.000000  1.107051e-01  0.000000e+00
  0.167867  -349.067452  -366.942169    0.000000  1.110580e-01  0.000000e+00
  0.168027  -348.944236  -366.863329    0.000000  1.114006e-01  0.000000e+00
  0.168187  -348.822403  -366.782548    0.000000  1.117297e-01  0.000000e+00
  0.168347  -348.701988  -366.699845    0.000000  1.120418e-01  0.000000e+00
  0.168507  -348.583026  -366.615242    0.000000  1.123333e-01  0.000000e+00
  0.168667  -348.465551  -366.528763    0.000000  1.126004e-01  0.000000e+00
  0.168827  -348.349594  -366.440429    0.000000  1.128391e-01  0.000000e+00
  0.168987  -348.235185  -366.350265    0.000000  1.130452e-01  0.000000e+00
  0.169147  -348.122356  -366.258294    0.000000  1.132145e-01  0.000000e+00
  0.169307  -348.011133  -366.164541    0.000000  1.133424e-01  0.000000e+00
  0.169467  -347.901543  -366.069031    0.000000  1.134246e-01  0.000000e+00
  0.169627  -347.793611  -365.971790    0.000000  1.134564e-01  0.000000e+00
  0.169787  -347.687361  -365.872845    0.000000  1.134332e-01  0.000000e+00
  0.169947  -347.582815  -365.772222    0.000000  1.133526e-01  0.000000e+00
  0.170107  -347.479992  -365.669948    0.000000  1.132138e-01  0.000000e+00
  0.170267  -347.378912  -365.566052    0.000000  1.130166e-01  0.000000e+00
  0.170427  -347.279592  -365.460562    0.000000  1.127610e-01  0.000000e+00
  0.170587  -347.182046  -365.353506    0.000000  1.124471e-01  0.000000e+00
  0.170747  -347.086290  -365.244913    0.000000  1.120756e-01  0.000000e+00
  0.170907  -346.992335  -365.134814    0.000000  1.116474e-01  0.000000e+00
  0.171067  -346.900194  -365.023237    0.000000  1.111639e-01  0.000000e+00
  0.171227  -346.809875  -364.910214    0.000000  1.106264e-01  0.000000e+00
  0.171387  -346.721388  -364.795774    0.000000  1.100367e-01  0.000000e+00
  0.171547  -346.634741  -364.679950    0.000000  1.093969e-01  0.000000e+00
  0.171707  -346.549938  -364.562771    0.000000  1.087092e-01  0.000000e+00
  0.171867  -346.466986  -364.444269    0.000000  1.079761e-01  0.000000e+00
  0.172028  -346.385888  -364.324477    0.000000  1.072002e-01  0.000000e+00
  0.172188  -346.306648  -364.203426    0.000000  1.063843e-01  0.000000e+00
  0.172348  -346.229266  -364.081148    0.000000  1.055314e-01  0.000000e+00
  0.172508  -346.153744  -363.957676    0.000000  1.046445e-01  0.000000e+00
  0.172668  -346.080083  -363.833042    0.000000  1.037269e-01  0.000000e+00
  0.172828  -346.008280  -363.707278    0.000000  1.027818e-01  0.000000e+00
  0.172988  -345.938335  -363.580418    0.000000  1.018125e-01  0.000000e+00
  0.173148  -345.870244  -363.452494    0.000000  1.008224e-01  0.000000e+00
  0.173308  -345.804004  -363.323540    0.000000  9.981481e-02  0.000000e+00
  0.173468  -345.739612  -363.193588    0.000000  9.879320e-02  0.000000e+00
  0.173628  -345.677062  -363.062672    0.000000  9.776092e-02  0.000000e+00
  0.173788  -345.616350  -362.930824    0.000000  9.672131e-02  0.000000e+00
  0.173948  -345.557469  -362.798078    0.000000  9.567769e-02  0.000000e+00
  0.174108  -345.500412  -362.664466    0.000000  9.463332e-02  0.000000e+00
  0.174268  -345.445174  -362.530022    0.000000  9.359141e-02  0.000000e+00
  0.174428  -345.391746  -362.394779    0.000000  9.255509e-02  0.000000e+00
  0.174588  -345.340122  -362.258769    0.000000  9.152742e-02  0.000000e+00
  0.174748  -345.290291  -362.122026    0.000000  9.051139e-02  0.000000e+00
  0.174908  -345.242248  -361.984581    0.000000  8.950989e-02  0.000000e+00
  0.175068  -345.195981  -361.846468    0.000000  8.852573e-02  0.000000e+00
  0.175228  -345.151484  -361.707719    0.000000  8.756163e-02  0.000000e+00
  0.175388  -345.108746  -361.568365    0.000000  8.662022e-02  0.000000e+00
  0.175548  -345.067758  -361.428439    0.000000  8.570404e-02  0.000000e+00
  0.175708  -345.028511  -361.287973    0.000000  8.481554e-02  0.000000e+00
  0.175868  -344.990996  -361.146997    0.000000  8.395706e-02  0.000000e+00
  0.176028  -344.955203  -361.005544    0.000000  8.313089e-02  0.000000e+00
  0.176188  -344.921124  -360.863643    0.000000  8.233922e-02  0.000000e+00
  0.176348  -344.888748  -360.721326    0.000000  8.158413e-02  0.000000e+00
  0.176508  -344.858067  -360.578623    0.000000  8.086766e-02  0.000000e+00
  0.176668  -344.829071  -360.435563    0.000000  8.019175e-02  0.000000e+00
  0.176828  -344.801753  -360.292176    0.000000  7.955828e-02  0.000000e+00
  0.176988  -344.776103  -360.148491    0.000000  7.896903e-02  0.000000e+00
  0.177148  -344.752114  -360.004537    0.000000  7.842574e-02  0.000000e+00
  0.177308  -344.729778  -359.860342    0.000000  7.793007e-02  0.000000e+00
  0.177468  -344.709087  -359.715934    0.000000  7.748360e-02  0.000000e+00
  0.177628  -344.690035  -359.571339    0.000000  7.708786e-02  0.000000e+00
  0.177788  -344.672615  -359.426585    0.000000  7.674430e-02  0.000000e+00
  0.177948  -344.656821  -359.281699    0.000000  7.645330e-02  0.000000e+00
  0.178108  -344.642648  -359.136705    0.000000  7.621300e-02  0.000000e+00
  0.178269  -344.630092  -358.991629    0.000000  7.602125e-02  0.000000e+00
  0.178429  -344.619147  -358.846495    0.000000  7.587588e-02  0.000000e+00
  0.178589  -344.609811  -358.701328    0.000000  7.577470e-02  0.000000e+00
  0.178749  -344.602079  -358.556152    0.000000  7.571552e-02  0.000000e+00
  0.178909  -344.595949  -358.410989    0.000000  7.569614e-02  0.000000e+00
  0.179069  -344.591419  -358.265862    0.000000  7.571433e-02  0.000000e+00
  0.179229  -344.588485  -358.120793    0.000000  7.576786e-02  0.000000e+00
  0.179389  -344.587147  -357.975805    0.000000  7.585448e-02  0.000000e+00
  0.179549  -344.587404  -357.830917    0.000000  7.597192e-02  0.000000e+00
  0.179709  -344.589253  -357.686152    0.000000  7.611791e-02  0.000000e+00
  0.179869  -344.592693  -357.541530    0.000000  7.629015e-02  0.000000e+00
  0.180029  -344.597726  -357.397069    0.000000  7.648633e-02  0.000000e+00
  0.180189  -344.604349  -357.252791    0.000000  7.670411e-02  0.000000e+00
  0.180349  -344.612562  -357.108713    0.000000  7.694116e-02  0.000000e+00
  0.180509  -344.622366  -356.964855    0.000000  7.719513e-02  0.000000e+00
  0.180669  -344.633760  -356.821235    0.000000  7.746364e-02  0.000000e+00
  0.180829  -344.646745  -356.677871    0.000000  7.774432e-02  0.000000e+00
  0.180989  -344.661321  -356.534780    0.000000  7.803479e-02  0.000000e+00
  0.181149  -344.677488  -356.391980    0.000000  7.833266e-02  0.000000e+00
  0.181309  -344.695247  -356.249487    0.000000  7.863554e-02  0.000000e+00
  0.181469  -344.714596  -356.107317    0.000000  7.894106e-02  0.000000e+00
  0.181629  -344.735538  -355.965488    0.000000  7.924683e-02  0.000000e+00
  0.181789  -344.758072  -355.824014    0.000000  7.955050e-02  0.000000e+00
  0.181949  -344.782199  -355.682910    0.000000  7.984973e-02  0.000000e+00
  0.182109  -344.807917  -355.542193    0.000000  8.014221e-02  0.000000e+00
  0.182269  -344.835227  -355.401876    0.000000  8.042565e-02  0.000000e+00
  0.182429  -344.864130  -355.261975    0.000000  8.069781e-02  0.000000e+00
  0.182589  -344.894623  -355.122503    0.000000  8.095650e-02  0.000000e+00
  0.182749  -344.926707  -354.983475    0.000000  8.119957e-02  0.000000e+00
  0.182909  -344.960381  -354.844903    0.000000  8.142495e-02  0.000000e+00
  0.183069  -344.995643  -354.706802    0.000000  8.163061e-02  0.000000e+00
  0.183229  -345.032492  -354.569184    0.000000  8.181464e-02  0.000000e+00
